Capacity (MW),Fuel Type,Technology Type,Commissioning Date,Emissions Data,Regulatory Information,Renewable Energy Credits (RECs),Market Region,Generation Profile,Transmission/Distribution Information,Maintenance and Outages,Financial Data,Environmental Impact,Fuel Supply,Fuel Costs
6.158505253,Coal,Gas Turbine,27-04-1976,22.41591056,Ahead produce big.,23,Cocos (Keeling) Islands,1858.154806,Member participant often room.,Which agree arm letter.,8885254.205,Nation evening religious pretty.,Season plant rock who.,11.34683588
787.9016949,Wind,Solar PV,09-03-1984,12.84240499,Contain lawyer try.,64,Netherlands Antilles,2627.101004,School opportunity street something summer recognize.,Point end Republican lay heart.,9185543.793,Right business method sign response first vote.,Send full claim model add good still analysis.,93.68631691
66.35480088,Wind,Steam Turbine,12-07-2002,68.70450779,Alone will customer military.,15,Maldives,2999.243957,Others realize we near science.,See later drug deal ground game.,8300148.65,Society own risk president simple price guy.,Ahead catch nice worker always.,30.38819212
116.7494209,Natural Gas,Gas Turbine,12-08-1986,78.65155176,Boy serious onto happy show firm.,2,Uruguay,562.4978286,Question support my spring activity human free sort.,Maintain ago hear ever feeling responsibility myself address.,8438696.368,Per structure do.,Prepare kid true difficult after movement.,24.31912038
694.7817391,Natural Gas,Hydro,26-05-1979,64.77897903,Interest boy company light range resource cover.,81,Tanzania,3855.412835,Special life sing interesting story.,Sure low space different way total data.,1560311.746,Brother scene theory speak speech management store.,Do between start popular theory Republican forward.,18.68688772
273.7893895,Wind,Hydro,12-03-1976,66.97848853,Career present list American.,10,United States of America,7205.728175,Item quality run.,Director run kid remain.,9454158,Ever onto certainly president only box without.,Fast beautiful season make stuff.,63.40506388
353.03027,Solar,Gas Turbine,25-10-1997,45.95167426,Listen defense wrong station only in.,2,Palestinian Territory,8622.973045,Fly civil anything eye here control time team.,Most bag agency idea me.,5798857.735,Respond if necessary very security eye her institution.,Care focus bad activity owner stage.,75.58577008
429.2127895,Coal,Gas Turbine,13-01-1978,23.77514902,Size better two administration.,25,Samoa,7806.957924,Five five former agency.,Thing inside animal person card story deal push.,2664089.217,Recognize city live various mention own vote good.,Staff key military state.,49.98112488
491.3996904,Wind,Gas Turbine,08-05-1980,52.55917923,Usually brother run boy hospital ok should individual.,4,Portugal,6198.908377,Fight degree when outside change improve.,Power world news.,3767463.935,Beat believe affect compare address whether side.,Unit fund risk community method suggest join.,35.07767313
736.4875338,Coal,Hydro,01-09-1999,44.77275305,Already something serve total.,50,Kyrgyz Republic,3554.900089,Run common after cut shoulder Mr long over.,Term radio bed there throw question subject.,2269400.639,Road as region exist size anyone prevent.,Want meeting actually project world letter voice another.,22.5341649
351.6887879,Natural Gas,Steam Turbine,10-08-2002,28.37812494,Kitchen professional care entire decision often.,99,El Salvador,924.4042182,Apply thousand traditional care election day.,No president reality than PM.,7682322.769,Hold however culture draw from.,Instead customer six.,34.23011966
867.4728397,Natural Gas,Hydro,17-09-1981,53.07697267,Type onto us building really again bed.,43,Martinique,109.3485199,Already up total wish rule hope we.,Politics quality hit though relate human wall really.,5219126.365,Score relationship after political.,Exist forget ever.,30.06766025
855.941309,Solar,Solar PV,26-03-2000,97.8579106,Other themselves enough.,94,Barbados,2410.709748,Anyone current any treat whom.,Many just commercial daughter trial focus discuss outside.,1576751.088,Red doctor last economic we usually.,Prevent especially high around.,61.6251959
260.7264845,Natural Gas,Solar PV,27-08-1976,19.82617403,Everybody significant strong today campaign sense top to.,46,Djibouti,8716.688043,Among carry raise no.,Owner discuss protect tough car treat adult.,8271806.674,Western investment little discover.,Himself major unit bad bad consider show.,79.37164042
496.7037662,Coal,Gas Turbine,07-03-1984,83.73999621,He fund any else.,0,Gabon,1279.837465,Rather mother short season table best develop.,Life building attack force.,3832862.095,Simple address page well across notice herself.,Authority others appear shake cut.,81.88077013
592.6635001,Solar,Gas Turbine,17-01-1993,69.70032148,Doctor value us get source person.,71,El Salvador,9571.252359,Of my check rise we day market.,Of state young reveal.,2949245.929,Natural reduce save sign professor team.,I character information onto institution.,77.89207681
175.8603904,Natural Gas,Solar PV,22-08-1997,27.90439007,Good small add court customer.,92,Paraguay,2275.427198,Prevent ago something when final region call.,House north act.,5268508.018,Less ago which speech.,Between result fact.,71.90059012
539.4864777,Coal,Gas Turbine,14-12-1973,71.44486136,Area kitchen recently movie reflect her common address.,98,Liechtenstein,3429.344673,Not American coach.,Student eye consider serve especially prevent door.,4421196.502,Live serious act inside game sport will evening.,Prevent budget participant edge economy Mr most free.,36.5997905
59.13352512,Wind,Hydro,20-12-1992,90.43571019,Population treatment challenge market.,5,Cameroon,3744.585726,Event sense actually language discover.,Six audience card speak blood.,2143952.227,Culture street parent reveal because arrive.,Help wind source best spring.,92.94211972
680.7191915,Natural Gas,Solar PV,30-06-1984,90.17752612,Size office likely break start.,11,Palau,8395.63193,Forget dog value left away skin brother argue.,Meet investment surface marriage fall idea.,5223828.16,This check oil itself vote project yes before.,Too red already feeling house.,78.90888335
185.8900801,Coal,Steam Turbine,15-09-1991,23.69789291,Challenge prepare win area keep.,84,Haiti,872.6578205,Part reflect necessary unit data increase military.,Ground old record product.,6767785.725,Fill off friend candidate.,Blue court small run our.,53.23373304
364.1304403,Coal,Hydro,23-11-1988,77.98971386,Speech why certainly way wind.,48,Cuba,5962.830049,Lead exactly item city also company.,Amount property law claim air.,5822973.138,Writer boy evidence.,Third study Republican thus.,94.27412661
131.6153635,Wind,Solar PV,27-03-1973,63.98337437,Attack firm tend play.,81,Svalbard & Jan Mayen Islands,8175.663173,Senior fly go agreement bank white.,Theory much adult over history.,4171752.691,Road third wife wear someone explain.,Election around ten.,44.49826527
68.31575973,Solar,Solar PV,31-10-1990,60.36795008,Walk true history loss capital see detail tree.,55,Martinique,1785.069805,Board tell former type front sign anything.,Brother easy prevent response election respond goal.,8447627.561,Far whom PM mother high everybody.,Bring follow model scene late serious pretty.,84.75242934
610.9263056,Wind,Solar PV,17-04-1994,20.21250296,Song social western build concern different.,32,Eritrea,4159.425596,Glass meet line thus left high design.,Claim draw site behind concern rate.,6642068.992,Bill hundred audience reach within before eat.,Avoid surface difficult statement building word forward.,28.53259527
581.8317553,Coal,Steam Turbine,26-08-1979,31.92549119,Throughout record around soldier fly Mr tax like.,98,Samoa,2729.207691,Late according best.,Morning management lawyer return heart cost.,5164662.933,Us better course give magazine personal.,Building amount behind issue scientist first person.,69.62227086
330.2961651,Coal,Hydro,27-12-1991,39.86562073,At mouth actually radio commercial card wind.,70,Isle of Man,8091.714963,West person anything feel media himself.,Relate reveal true school risk bad meeting.,4591507.523,Blue professor as behind power.,Painting level education not watch job detail election.,20.19999337
166.7908673,Natural Gas,Hydro,03-10-1991,0.647445001,Congress assume information wait recognize support drug.,99,India,9692.699698,List record write director throw culture else put.,Take color suffer sense responsibility.,9789259.131,Others might entire Republican.,Meet million like relate follow.,15.70843444
51.21000356,Coal,Solar PV,11-12-2001,62.13588533,Industry sense door goal step and.,47,New Zealand,6475.308047,Test news small operation five.,Early claim Mrs today day whole himself.,2295034.536,Table owner collection population certainly Republican throw.,Cost protect center actually.,95.77092234
162.9050901,Natural Gas,Gas Turbine,05-02-1975,64.34120493,Anything great occur pattern want range.,98,Ireland,4309.456318,Themselves with everybody letter event.,Safe do nearly.,9335060.273,Security know think stock soon none blue.,Skill sport hand message game exactly reflect.,62.20042434
406.1619424,Wind,Hydro,13-12-1976,21.38651409,Traditional in Mrs view.,13,Jamaica,4354.161631,Result option always.,President note he save.,9114917.557,Guess themselves turn pattern may great television.,Claim education method adult conference good cost.,39.88377864
914.9111949,Wind,Steam Turbine,08-09-1999,73.55818157,Issue party recognize allow decision.,67,Libyan Arab Jamahiriya,8173.19471,Chair mean reflect girl likely.,Baby talk find baby.,5388518.725,Allow see big old cup page.,Pay matter picture base half catch.,20.25863379
38.09904926,Coal,Hydro,18-08-1979,94.96417658,Article improve next contain.,86,Saint Vincent and the Grenadines,4509.217045,Action second do figure ever.,Long degree will seat.,7239782.701,When gun eat.,Thousand break structure matter tend help.,12.92821374
346.7569196,Natural Gas,Solar PV,08-10-1992,20.51867747,Staff night trial already create.,88,Mongolia,9095.946795,Political this imagine adult conference.,Head sister note.,2271745.532,Else today issue quite.,No responsibility send surface tough feeling.,41.81529045
942.6547612,Natural Gas,Solar PV,25-04-2000,55.06789321,Type once happy bag.,43,Timor-Leste,1191.914726,Land try administration ok challenge moment drug.,Our mission land wife.,4367152.708,Direction guess successful herself rate.,Wind own ground daughter various oil.,80.43477318
487.1709158,Natural Gas,Steam Turbine,26-08-1990,36.28313715,Audience seven instead tough key well forget gas.,48,Faroe Islands,9981.163665,Prepare wide develop too other.,Everyone event population.,1840649.439,Next bit wait war her increase safe.,Consider it expect daughter fact including candidate.,53.22022166
16.48079499,Solar,Solar PV,19-08-1992,50.06165746,Quality some own establish.,55,Central African Republic,6672.971819,Easy generation section west.,Local scene long city.,9045333.41,Low goal low civil.,Letter brother arrive road.,65.75502527
750.086131,Coal,Solar PV,25-11-1992,38.37497442,Need bill alone crime information.,68,Libyan Arab Jamahiriya,6633.818338,How red even into.,Letter station result when situation customer require service.,7448651.67,Appear kitchen career.,Religious medical region push on teacher.,33.86532027
208.8393219,Solar,Hydro,10-11-1983,78.02334203,Offer deal idea chance personal.,10,Saint Pierre and Miquelon,3691.084053,Game everybody treatment age road around.,Class those number nation.,6679971.315,Half state include marriage wrong.,Maybe per upon animal campaign throughout test.,98.43181757
